record_id,score_x,score_y,score_z,multi,malf,good_drop,multi_drop,other_drop,fmin_x,fmin_y,fmin_z,processed,investigate
20080316_102040_SNZO,1.0,1.0,1.0,False,False,False,False,False,0.6,0.3,0.45,True,False
20080401_020037_MXZ,1.0,1.0,1.0,False,False,False,False,False,0.2,0.1,0.1,True,False
20080403_182405_FOZ,0.0,0.0,0.0,False,False,False,False,False,1.5,0.7,10.0,True,False
20080413_024243_FOZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20080701_151344_LBZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20080703_030237_WEL,0.0,0.0,0.0,False,False,False,False,False,0.7,0.8,0.6,True,False
20080712_000856_MLZ,1.0,1.0,1.0,False,False,False,False,False,0.2,0.1,0.3,True,False
20080712_100635_URZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.4,0.4,True,False
20080712_100635_WKHS,1.0,0.75,0.75,False,False,False,False,False,0.1,0.8,1.0,True,False
20080713_093624_MWZ,1.0,1.0,1.0,False,False,False,False,False,0.3,0.5,0.5,True,False
20080726_184301_KUZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20080825_112519_THHS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20080901_012150_THHS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20080903_211322_EAZ,0.75,0.75,0.0,False,False,False,False,False,2.0,1.5,1.7,True,False
20080924_224041_KHZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20080924_224041_KIKS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20081003_130733_MWZ,1.0,1.0,1.0,False,False,False,False,False,0.8,1.0,0.9,True,False
20081022_035224_MXZ,0.0,0.0,0.0,False,False,False,False,False,1.2,1.5,1.3,True,False
20081026_075254_WKZ,1.0,1.0,1.0,False,False,False,False,False,0.4,0.5,0.5,True,False
20081102_201041_RRKS,0.75,0.75,0.0,False,False,False,False,False,0.8,1.4,10.0,True,False
20081114_141414_MSZ,1.0,1.0,1.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20081124_033527_PXZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.3,0.4,True,False
20081125_013630_EAZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20081125_013630_WKZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20081211_190031_EAZ,,,,False,False,False,True,False,,,,True,False
20081219_002105_WDASD,1.0,0.75,0.0,False,False,False,False,False,0.8,1.9,10.0,True,False
20090110_230913_JCZ,0.0,0.25,1.0,False,False,False,False,False,10.0,5.0,2.0,True,False
20090126_115439_EAZ,,,,False,False,False,False,False,,,,False,True
20090214_232951_MXZ,1.0,1.0,1.0,False,False,False,False,False,0.9,0.7,1.1,True,False
20090315_194712_BFZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090315_235830_BFZ,1.0,1.0,1.0,False,False,False,False,False,1.1,0.9,1.1,True,False
20090316_065044_MXZ,1.0,1.0,1.0,False,False,False,False,False,0.4,0.7,0.6,True,False
20090318_162352_PXZ,1.0,1.0,1.0,False,False,False,False,False,0.3,0.4,0.4,True,False
20090321_202818_URZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20090321_202818_WNAS,0.0,0.0,0.0,False,False,False,False,False,0.7,1.0,0.9,True,False
20090322_133427_MGCS,1.0,1.0,0.0,False,False,False,False,False,0.4,0.4,0.7,True,False
20090331_032818_EAZ,1.0,1.0,0.0,False,False,False,False,False,1.1,1.1,10.0,True,False
20090331_104559_MXZ,1.0,1.0,1.0,False,False,False,False,False,0.7,0.8,1.0,True,False
20090408_111258_WFSS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090414_124901_PXZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090428_095447_PXZ,1.0,1.0,0.75,False,False,False,False,False,0.7,0.3,0.5,True,False
20090516_005351_PXZ,0.25,0.25,0.25,False,False,False,False,False,0.1,0.1,0.1,True,False
20090529_150359_MWZ,1.0,1.0,1.0,False,False,False,False,False,0.3,0.3,0.1,True,False
20090602_194211_WAIS,0.0,0.25,0.75,False,False,False,False,False,10.0,10.0,10.0,True,False
20090612_134138_PXZ,0.0,0.0,0.0,False,False,False,False,False,1.0,1.0,1.2,True,False
20090715_092229_WKZ,1.0,1.0,0.75,False,False,False,False,False,0.1,0.1,0.1,True,False
20090715_092907_MANS,0.0,0.0,0.0,False,False,False,False,False,2.0,3.0,3.5,True,False
20090715_093822_FKPS,0.75,0.75,0.25,False,False,False,False,False,0.6,0.4,0.8,True,False
20090715_093822_MWZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090715_093822_PXZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090715_093822_WDASC,1.0,1.0,1.0,False,False,False,False,False,0.6,0.6,1.0,True,False
20090715_095059_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090715_095217_DSZ,0.0,0.0,0.0,False,False,False,False,False,1.0,1.3,1.3,True,False
20090715_095507_DSZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090715_095507_OXZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090715_124122_DCZ,0.0,0.0,0.0,True,False,False,False,False,0.3,0.2,0.3,True,False
20090715_124208_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090715_132206_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090715_135039_HDWS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20090715_205929_ODZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090715_210050_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090715_210050_ODZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090715_234120_DCZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20090716_000011_EAZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090716_001908_WKZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090716_004446_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090716_172740_MSZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20090716_221823_TAFS,0.25,0.25,0.25,False,False,False,False,False,10.0,10.0,10.0,True,False
20090717_064149_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090718_131449_MSZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090718_153346_ODZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.3,True,False
20090718_173617_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090719_055247_ODZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090721_150716_DCZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20090726_035109_MSZ,0.75,0.75,0.75,False,False,False,False,False,0.4,0.4,0.3,True,False
20090727_180249_OPZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090805_160720_PXZ,1.0,1.0,1.0,False,False,False,False,False,0.7,0.6,0.6,True,False
20090817_014212_WKZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.4,0.4,True,False
20090817_191647_DSZ,1.0,1.0,1.0,False,False,False,False,False,0.8,1.0,0.8,True,False
20090817_191647_WKZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20090818_212047_MWZ,0.0,0.0,0.0,False,False,False,False,False,0.2,0.1,0.2,True,False
20090910_090719_SNZO,1.0,1.0,1.0,False,False,False,False,False,1.4,2.0,2.0,True,False
20091001_054408_ODZ,0.75,0.75,0.75,False,False,False,False,False,0.1,0.1,0.1,True,False
20091010_150442_PXZ,1.0,1.0,1.0,False,False,False,False,False,0.7,0.9,1.0,True,False
20091016_012710_SNZO,1.0,0.75,1.0,False,False,False,False,False,0.4,0.6,0.5,True,False
20091029_185607_DSZ,1.0,1.0,1.0,False,False,False,False,False,1.8,1.0,1.4,True,False
20091104_195511_DSZ,1.0,1.0,1.0,False,False,False,False,False,10.0,8.0,10.0,True,False
20091122_170614_MWZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20091124_130422_BFZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20091128_092117_PXZ,0.0,0.0,0.0,False,False,False,False,False,0.4,0.3,0.5,True,False
20091129_095830_MWZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20091208_220925_DSZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.4,0.4,True,False
20100106_203142_EAZ,,,,False,False,False,True,False,,,,True,False
20100128_091432_ODZ,0.75,0.75,0.75,False,False,False,False,False,2.5,2.5,3.0,True,False
20100131_083624_MWZ,1.0,1.0,1.0,False,False,False,False,False,0.5,0.4,0.7,True,False
20100209_111130_BFZ,1.0,1.0,1.0,False,False,False,False,False,0.3,0.6,0.2,True,False
20100218_170238_FKPS,1.0,1.0,0.0,False,False,True,False,False,0.6,0.2,0.8,True,False
20100304_100750_PXZ,0.75,0.75,0.75,False,False,False,False,False,1.1,1.1,1.0,True,False
20100316_142113_MWZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100318_062416_DCZ,0.5,0.5,0.5,False,False,False,False,False,0.1,0.1,0.1,True,False
20100404_185058_QRZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100426_171816_MWZ,1.0,1.0,1.0,False,False,False,False,False,1.0,0.3,1.0,True,False
20100508_144646_KUZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100526_152145_OXZ,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,1.1,True,False
20100601_210708_CTZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100603_075039_HAZ,1.0,0.75,1.0,False,False,False,False,False,1.0,2.5,1.8,True,False
20100606_022001_BFZ,,,,False,False,False,True,False,,,,True,False
20100607_183109_BFZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100611_142012_HAZ,1.0,1.0,1.0,False,False,False,False,False,0.8,1.0,1.2,True,False
20100617_130646_CTZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20100626_085624_MWZ,0.75,0.75,0.75,False,False,False,False,False,0.7,0.6,0.5,True,False
20100628_060131_OXZ,1.0,1.0,1.0,False,False,False,False,False,1.2,1.0,1.5,True,False
20100710_230422_BFZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100710_230422_CTZ,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20100710_230422_QRZ,0.0,0.0,0.0,False,False,False,False,False,0.6,4.0,0.8,True,False
20100711_132340_TOZ,0.25,0.25,0.25,False,False,False,False,False,0.1,0.1,0.1,True,False
20100711_165839_NNZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100712_105914_BFZ,1.0,1.0,1.0,False,False,False,False,False,0.6,0.8,0.9,True,False
20100712_105914_DSZ,1.0,1.0,1.0,False,False,False,False,False,2.2,2.0,3.5,True,False
20100728_180558_URZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100808_014802_WEL,1.0,1.0,1.0,False,False,False,False,False,0.5,0.5,0.5,True,False
20100809_061418_MXZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100826_032832_MXZ,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,1.5,True,False
20100829_134028_HAZ,0.75,0.75,0.75,False,False,False,False,False,3.0,3.0,5.0,True,False
20100903_163541_APPS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_DFHS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_HMCS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_KHZ,0.0,0.0,0.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_LSRC,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_LTZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_MCNS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_SOCS,0.75,0.75,0.5,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_SWNC,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_TRCS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163541_TUZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163702_HORC,,,,False,False,False,False,False,,,,False,True
20100903_163702_SWNC,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_163717_CMHS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163717_DFHS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163717_LTZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163736_CACS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_163736_PPHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_163736_TUZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163736_WAKC,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20100903_163817_DFHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_163817_MSZ,0.75,1.0,0.75,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163817_REHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_163817_TUZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163842_PHHS,1.0,0.75,0.25,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163842_TUZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100903_163903_REHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_163956_TPLC,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164117_AMBC,0.0,0.0,0.0,False,False,False,False,False,2.1,0.9,2.0,True,False
20100903_164117_DFHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164117_DSLC,0.0,0.25,0.0,False,False,False,False,False,10.0,4.0,10.0,True,False
20100903_164117_HORC,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164117_SPFS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164117_SWNC,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164200_DFHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164200_NNBS,0.5,0.5,0.5,False,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164200_SWNC,,,,False,False,False,True,False,,,,True,False
20100903_164220_DFHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164228_DFHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164228_SPFS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164328_ASHS,0.5,0.5,0.5,False,False,False,False,False,2.0,2.0,1.0,True,False
20100903_164351_PPHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164351_SPFS,1.0,1.0,0.25,False,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164412_CACS,0.0,0.0,0.25,False,False,False,False,False,10.0,10.0,10.0,True,False
20100903_164949_PPHS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_165756_DSZ,0.0,0.0,0.0,False,False,False,False,False,1.2,2.0,1.3,True,False
20100903_165756_QRZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_165756_SYZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_170631_DSZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_170631_WEL,0.75,0.75,0.5,False,False,False,False,False,0.8,1.0,1.0,True,False
20100903_170631_WKZ,0.0,0.0,0.0,False,False,False,False,False,0.6,0.7,0.7,True,False
20100903_171716_LBZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_171716_QRZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_171806_EAZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_171806_FOZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_171806_LBZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100903_171821_ODZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100903_172240_HPSC,0.0,0.0,0.0,False,False,False,False,False,1.0,1.1,1.3,True,False
20100903_174403_CACS,0.75,0.75,0.75,False,False,False,False,False,0.2,0.1,0.1,True,False
20100903_175655_LBZ,1.0,1.0,1.0,False,False,False,False,False,0.4,0.6,0.5,True,False
20100904_064059_SPFS,1.0,1.0,0.25,False,False,False,False,False,10.0,10.0,10.0,True,False
20100904_070707_SWNC,0.75,1.0,1.0,False,False,False,False,False,0.2,0.4,0.1,True,False
20100904_175313_NNZ,1.0,1.0,1.0,False,False,False,False,False,0.8,0.6,2.0,True,False
20100904_214609_DSLC,0.25,0.25,0.25,False,False,False,False,False,1.3,1.3,3.0,True,False
20100904_214609_ROLC,0.25,0.5,0.75,False,False,False,False,False,2.0,1.0,5.0,True,False
20100906_224833_WEL,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20100907_132448_MWZ,1.0,0.75,1.0,False,False,False,False,False,1.1,0.9,2.2,True,False
20100907_194957_FDCS,0.0,0.0,0.0,False,False,False,False,False,0.1,0.3,0.5,True,False
20100907_194957_WKZ,,,,False,False,False,False,False,,,,False,True
20100908_025000_ODZ,1.0,1.0,1.0,False,False,False,False,False,0.3,0.4,0.1,True,False
20100908_025000_RHSC,0.5,0.75,0.75,False,False,False,False,False,0.7,1.1,0.6,True,False
20100912_005017_OXZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20100912_005017_PGMS,0.0,0.0,0.0,False,False,False,False,False,1.0,0.6,0.1,True,False
20100914_123606_CRLZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.3,0.1,True,False
20100915_104241_LPCC,1.0,1.0,1.0,False,False,False,False,False,3.0,2.0,3.0,True,False
20100916_212132_HAZ,1.0,1.0,1.0,False,False,False,False,False,2.0,1.3,3.0,True,False
20100917_220347_HVSC,1.0,1.0,1.0,False,False,False,False,False,1.3,2.0,2.0,True,False
20100917_220347_NNBS,0.75,1.0,0.75,False,False,False,False,False,0.5,0.1,0.1,True,False
20100919_005029_MWZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100922_113528_MQZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20100922_182226_DSZ,1.0,1.0,1.0,False,False,False,False,False,0.6,0.8,0.8,True,False
20100924_074707_OXZ,1.0,1.0,1.0,False,False,False,False,False,0.7,0.7,0.7,True,False
20100924_074707_THHS,0.75,0.5,0.5,False,False,False,False,False,10.0,10.0,10.0,True,False
20100927_064008_QRZ,1.0,1.0,1.0,False,False,False,False,False,1.0,1.0,1.0,True,False
20100929_041447_LHUS,0.0,0.0,0.0,False,False,False,False,False,0.1,1.1,0.6,True,False
20100929_041447_MSZ,0.75,0.75,0.75,False,False,False,False,False,0.7,0.6,0.5,True,False
20100929_041447_NGHS,0.0,0.25,0.25,False,False,False,False,False,0.2,0.3,0.1,True,False
20100929_041447_TBAS,0.25,0.25,0.75,False,False,False,False,False,0.1,0.1,0.1,True,False
20101005_153618_DSZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20101007_171709_DSLC,0.5,0.5,0.5,False,False,False,False,False,1.2,1.5,2.0,True,False
20101013_034230_TRCS,0.75,0.75,0.75,False,False,False,False,False,0.2,0.2,0.6,True,False
20101015_093140_MSZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20101016_135139_MQZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20101110_114347_MQZ,1.0,1.0,0,False,False,False,False,False,5.0,5.0,10.0,True,False
20101125_175928_OXZ,,,,False,False,True,False,False,,,,True,False
20101128_164739_LHUS,,,,False,False,False,True,False,,,,True,False
20101213_074917_NNZ,1.0,1.0,1.0,False,False,False,False,False,0.8,0.7,2.0,True,False
20101225_115940_WKZ,0.5,0.75,0.5,False,False,False,False,False,0.7,0.6,0.8,True,False
20101226_140014_FOZ,,,,False,False,True,False,False,,,,True,False
20110118_084546_EKTS,0.25,0.5,0.0,False,False,False,False,False,0.3,0.1,0.5,True,False
20110118_084546_GISS,0.0,0.0,0.0,False,False,False,False,False,0.7,0.3,0.6,True,False
20110118_084546_HNPS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110118_084546_WEL,1.0,1.0,1.0,False,False,False,False,False,0.2,0.2,0.3,True,False
20110119_170320_SCAC,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110120_174658_QRZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110120_181219_QRZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20110127_150246_HNPS,0.25,0.25,0.0,False,False,False,False,False,0.3,0.5,10.0,True,False
20110127_150246_MXZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.15,True,False
20110128_123719_TLZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20110203_183250_EAZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110215_222152_QRZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20110221_105752_DSZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110221_235142_BENS,0.0,0.0,0.0,False,False,False,False,False,0.1,0.3,0.3,True,False
20110221_235142_FOZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20110221_235142_HAZ,0.25,0.25,0.25,False,False,False,False,False,2.0,0.1,0.1,True,False
20110221_235142_PXZ,0.0,0.0,0.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20110221_235332_CBGS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110221_235445_CBGS,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110222_000419_ODZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
20110222_000536_AVIS,,,,False,False,True,False,False,,,,True,False
20110222_004638_CMHS,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20110222_015105_DSZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20110222_024302_SYZ,0.0,0.0,0.0,False,False,False,False,False,0.7,0.9,1.0,True,False
20110222_030409_TPLC,0.0,0.0,0.0,False,False,False,False,False,1.0,0.6,1.2,True,False
20110222_034654_SMTC,0.75,0.75,0.75,False,False,False,False,False,1.0,6.0,7.0,True,False
20110222_062829_TUZ,1.0,1.0,1.0,False,False,False,False,False,0.4,0.4,0.4,True,False
20110222_082106_MQZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20110222_143015_CSTC,0.75,0.75,0.75,False,False,False,False,False,0.3,0.3,0.6,True,False
20110222_170020_ODZ,1.0,1.0,1.0,False,False,False,False,False,0.15,0.3,0.3,True,False
20110223_111256_REHS,1.0,1.0,1.0,False,False,False,False,False,0.2,0.1,0.1,True,False
20110224_055133_SLRC,0.75,1.0,0.25,False,False,False,False,False,1.4,0.5,1.3,True,False
20110304_133050_SYZ,1.0,1.0,1.0,False,False,False,False,False,1.2,1.5,1.5,True,False
20110305_063402_MSZ,1.0,1.0,1.0,False,False,False,False,False,0.25,0.3,0.3,True,False
20110317_192235_EAZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110320_003354_MQZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110320_003354_OXZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110320_003458_MQZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110320_003458_OXZ,0.0,0.0,0.0,True,False,False,False,False,10.0,10.0,10.0,True,False
20110320_073011_HAZ,1.0,1.0,1.0,False,False,False,False,False,0.5,0.5,0.5,True,False
20110320_152028_DUWZ,0.0,0.0,0.0,False,False,False,False,False,0.8,0.8,0.8,True,False
20110328_221549_DUWZ,1.0,1.0,1.0,False,False,False,False,False,1.2,1.5,1.0,True,False
20110331_083529_DUWZ,1.0,1.0,1.0,False,False,False,False,False,0.8,1.2,1.0,True,False
20110407_221244_BFZ,1.0,1.0,1.0,False,False,False,False,False,0.8,0.6,0.8,True,False
20110407_221244_MXZ,1.0,0.0,1.0,False,False,False,False,False,1.0,9.0,1.4,True,False
20110407_221244_NNZ,1.0,1.0,1.0,False,False,False,False,False,0.4,0.4,0.8,True,False
20110414_054517_WAKC,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110418_130302_GRZ,0.25,0.25,0.25,False,False,False,False,False,5.0,1.5,4.0,True,False
20110418_130302_HAZ,1.0,1.0,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20110418_130302_KUZ,0.75,0.75,0.75,False,False,False,False,False,0.1,0.1,0.1,True,False
20110418_130302_NGHS,0.0,0.0,0.0,False,False,False,False,False,1.3,0.3,0.9,True,False
20110418_130302_OPCS,0.0,0.25,0.0,False,False,False,False,False,0.5,0.4,0.7,True,False
20110418_130302_OUZ,0.0,0.0,0.0,False,False,False,False,False,3.2,3.2,3.2,True,False
20110418_130302_TOZ,0.75,0.75,1.0,False,False,False,False,False,0.1,0.1,0.1,True,False
20110418_130302_TUDS,0.0,0.0,0.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110418_130302_WFSS,0.25,0.25,0.0,False,False,False,False,False,0.5,1.5,10.0,True,False
20110426_043940_HAZ,1.0,1.0,1.0,False,False,False,False,False,0.7,0.5,1.0,True,False
20110427_110051_HAZ,1.0,1.0,1.0,False,False,False,False,False,1.3,2.0,1.4,True,False
20110501_161241_BMTS,1.0,1.0,1.0,False,False,False,False,False,10.0,10.0,10.0,True,False
20110504_223900_PXZ,0.0,0.0,0.0,False,True,False,False,False,10.0,10.0,10.0,True,False
